license_num,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,applicant,manager,day_phone,evening_phone,address,city,state,zip,gpsx,gpsy
CAL-133311,Active,Night Club,2014-09-12,2023-12-31,Somers Six Corporation,Paddy O's Irish Pub,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO NO MORE THAN 4 INSTRUMENTS 2 VOCALISTS THERE BE FLOORSHOW ESTABLISHMENT 3 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER 11 00 PM UNLESS OTHERWISE RESTRICTED SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Noelle Somers,Noelle Somers,(857)221-6217,,33-   Union ST,Boston,MA,02108,775954.544478372,2956950.76458976
CAL-133313,Active,Live Entertainment,2014-09-12,2023-12-31,"724 HUNTINGTON AVENUE, INC.",Mission Bar & Grille,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO NO MORE THEN 5 PERFORMERS 2 THERE BE FLOOR SHOW ESTABLISHMENT 3 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 4 SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,"724A-726 Huntington Avenue, Boston, MA 02115",Harry Walsh,Harry Walsh,(617)522-5386,,724A-726   Huntington AV,Boston,MA,02115,,
CAL-133315,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Flames Restaurant Inc.,Flames Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,LINVAL CHAMBERS,LINVAL CHAMBERS,(617)594-9827,,663-   Morton ST,Mattapan,MA,02126,766213.742005304,2929220.43637194
CAL-133316,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"LLOB Associates, LLC",Five Horses Tavern,,,Dylan Welsh,Dylan Welsh,(202)905-5269,,535-   Columbus AVE,Roxbury,MA,02118,769561.99999243,2949880.00000717
CAL-133319,Active,Non-Live Entertainment,2014-09-12,2023-12-31,GM Restaurant Enterprises Inc.,La Terraza,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Jorge Martinez,Jorge Martinez,(617)541-5451,,19-   Bennington ST,East Boston,MA,02128,781004.505539074,2962055.16721851
CAL-133323,Active,Live Entertainment,2014-09-12,2023-12-31,Tangierino Lounge Inc.,Boston Cigar Club,1 FLOORSHOW IS TO CONSIST DANCE PERFORMANCE WITH MAXIMUM TWO DANCERS 2 LICENSEE MAY OFFER DISC JOCKEY ON FRIDAYS SATURDAYS 3 INSTRUMENTAL MUSIC UP PERFORMERS BE OFFERED THURSDAYS SUNDAYS 4 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,"83A Main Street, Charlestown, MA 02129",Abdessamad Naamad,Abdessamad Naamad,(617)242-6009,,83-  Main ST,Charlestown,MA,02129,774331.747245161,2961552.20040111
CAL-133324,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Neptune Oyster LLC,Neptune Oyster,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Jeffery Nace,Jeffery Nace,,,63     Salem ST,Boston,MA,02113,776174.560329738,2957695.90967225
CAL-133325,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Corporation,Starbucks Coffee #16439,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,"1944-1948 Beacon Street, Brighton, MA 02135",Tim Waitos,Tim Waitos,,,1944-1948   Beacon ST,Brighton,MA,02135,750761.125,2947758.5
CAL-133326,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Wendy's Properties LLC,Wendy's,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Roger Lecker,Roger Lecker,,,530-  American Legion HWY,Roslindale,MA,02131,762617.357744323,2929932.85208503
CAL-133328,Active,Non-Live Entertainment,2014-09-12,2022-12-31,Yung Su Choe Corp.,Misono Restaurant,,"669 VFW Parkway, Boston, MA 02467",Yun Su CHOE,Yun Su CHOE,(617)325-9919,,669-  VFW PW,Chestnut Hill,MA,02467,748908.773337151,2933224.84921548
CAL-133330,Active,Non-Live Entertainment,2014-09-12,2022-12-31,Societe Air France,Air France Lounge,,"500 Terminal E Logan Airport, East Boston, MA 02128",Myriam Tiken,Myriam Tiken,(617)569-1306,,500     Logan Airport Terminal E  ,East Boston,MA,02128,0,0
CAL-133334,Active,Live Entertainment,2014-09-12,2023-12-31,Trustees of Boston University,Boston University Fitness & Recreation Center,1 CAPACITY COMPETITION POOL 700 PERSONS AS FOLLOWS WITH FIXED SEATING 360 RETRACTABLE 140 NOT TO EXCEED 500 DECK TEAM COACHES 200 DANCE STUDIO 269 225 STAGE PERFORMERS STAFF 44 2 FLOORSHOW IS LIMITED PERFORMANCE ART SHOW 3 INSTRUMENTAL VOCAL MUSIC NO MORE THAN THREE IF LICENSEE WISHES HOLD AN EVENT OR MUST OBTAIN ONE TIME APPROVAL FROM LICENSING DIVISION 4 ENTERTAINMENT PERMITTED OUTSIDE ALL WINDOWS DOORS BE CLOSED DURING LIVE 70 DECIBELS ANY 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Caitriona Taylor,Caitriona Taylor,,,915-  Commonwealth AVE,Boston,MA,02215,759750.802083334,2953443.28125
CAL-133336,Active,Non-Live Entertainment,2014-09-12,2022-12-31,La Mamma,La Mamma,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,"190A Brighton Avenue, Allston, MA 02134",Juan Carlos Villaurroel,Juan Carlos Villaurroel,,,190A-  Brighton AVE,Allston,MA,02134,755124.40289098,2953885.49636291
CAL-133339,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Charlesmark Hotel,Charlesmark Hotel,,,Mark A Der Hagopian,Mark A Der Hagopian,(617)247-1212,,655-657   Boylston ST,Boston,MA,02116,770081.646776914,2952862.62656996
CAL-133340,Active,Night Club,2014-09-12,2023-12-31,HST Lesse Boston LLC,Sheraton Boston Hotel,1 CAPACITIES TO BE DETERMINED INSPECTION CERTIFICATES IN EFFECT ESTABLISHMENT 2 THERE IS NO FLOOR SHOW 3 INSTRUMENTAL VOCAL MUSIC LIMITED SIX 6 INSTRUMENTS VOCALISTS 4 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,,Angela Vento,Angela Vento,,,39-   Dalton ST,Boston,MA,02116,768667.130135596,2951593.39700078
CAL-133341,Active,Night Club,2014-09-12,2023-12-31,Golden Vintage Group LLC,Vintage Lounge,1 THERE IS TO BE NO FLOOR SHOW OR LIVE INSTRUMENTAL VOCAL MUSIC ESTABLISHMENT 2 ALL WINDOWS DOORS MUST CLOSED WHEN ENTERTAINMENT BEGINS LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 3 DISC JOCKEY CEASE OPERATING NIGHTLY AM 4 BACKGROUND MAY OPERATE UNTIL,,David Paratore,David Paratore,(617)795-2279,(617)212-3962,72-80  Broad ST,Boston,MA,02110,777016.795825196,2955688.97331254
CAL-133343,Active,Non-Live Entertainment,2014-09-12,2021-12-31,Taqueria Casa Real,Taqueria Casa Real,1 ENTERTAINMENT MUST CEASE 9 00 PM FOLLOWING MONTHS JANUARY FEBRUARY MARCH APRIL SEPTEMBER OCTOBER NOVEMBER DECEMBER 2 10 MAY JUNE JULY AUGUST,"860A Dorchester Avenue, Dorchester, MA 02125",Elena Reyes,Elena Reyes,(617)282-3135,,860-  Dorchester AVE,Dorchester,MA,02125,776080.990334496,2942505.5038723
CAL-133345,Active,Live Entertainment,2014-09-12,2023-12-31,Somers Five Corp.,Durty Nelly's,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 2 INSTRUMENTS VOCALIST MAY TAKE PLACE UNTIL 30 AM 3 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 4 SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,"108-112 Blackstone Street, Boston, MA 02109",Noelle Somers,Noelle Somers,(857)221-6217,,108-112   Blackstone ST,Boston,MA,02109,776008.420406636,2957143.04016394
CAL-133346,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"GEORGE'S RESTAURANT & LOUNGE, INC.",Levi's Restaurant & Lounge,1 LICENSEE MUST OBTAIN APPROVAL ONE TIME EVENTS IN LOWER LEVEL FUNCTION ROOM ON FRIDAYS SATURDAYS CLOSING 2 00 M CAPACITY RESTAURANT NOT TO EXCEED 35 PERSONS 3 99 4 ALLOW ADMISSION AFTER 30,,Levi George,Levi George,(617)287-0400,(617)690-3833,323-   Washington ST,Dorchester,MA,02121,771271.548698023,2934572.98031291
CAL-133348,Active,Night Club,2014-09-12,2023-12-31,"Wheelings Bar, LLC",The Beehive,1 CAPACITY PREMISES IS 315 PERSONS AS FOLLOWS UPPER LEVEL 68 LOWER 292 2 DISC JOCKEY MAY ONLY BE FEATURED IF LICENSEE OBTAINS APPROVAL FROM LICENSING DIVISION VIA ONE TIME ENTERTAINMENT PROCESS 3 INSTRUMENTAL VOCAL MUSIC LIMITED TO SIX 6 PERFORMERS 4 FLOOR SHOW DANCE PERFORMANCES CABARET STAGE PLAYS MUST TAKE PLACE AREA ESTABLISHMENT 5 NO SPEAKERS OR ALLOWED ON OUTDOOR PATIO ALL WINDOWS DOORS CLOSED WHEN LIVE BEGINS LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 7 SOUND NOT EXCEED 70 DECIBELS ANY 50 BETWEEN P M PER CITY BOSTON S NOISE ORDINANCE,,Jack Bardy,Jack Bardy,(617)423-0069,,537-541  Tremont ST,Boston,MA,02116,772074.380581532,2950834.44694298
CAL-133349,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Jimmy Jumbo Enterprises, LLC",Nebo,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,"220 Atlantic Avenue, Boston, MA 02110",Carla Pallotta,Carla Pallotta,,,520-530   Atlantic AV,Boston,MA,02110,,
CAL-133350,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Sagarmatha Corporation,Himalayan Bistro,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Dao Thach,Dao Thach,,,1735-1739   Centre ST,West Roxbury,MA,02132,750921.242631063,2929975.30126864
CAL-133352,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Boston Urban Hospitality, Inc.",Boston Chops,1 INSTRUMENTAL MUSIC IS LIMITED TO 4 PERFORMERS MUST NOT BE AMPLIFIED BRUNCH EVENTS ON SATURDAYS SUNDAYS BETWEEN 12 00P M 5 2 CAPACITY EXCEED 170 PERSONS 3 DOORS WINDOWS CLOSED 9 00 P WITH EXCEPTION PATIO DOUBLE WHICH MAY REMAIN OPEN TABLE SERVICE UNTIL 10 PM SUNDAY MONDAY 11PM FROM TUESDAY NO ENTERTAINMENT PERMITTED 70 DECIBELS ANY TIME 50 11 7 PER CITY BOSTON S NOISE ORDIANCE,,Brian piccini,Brian piccini,(617)265-4499,,1361-1375  Washington ST,Roxbury,MA,02118,772523.74077,2949791.58398498
CAL-133353,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Dram, LLC",The Citizen,1 CAPACITY 113 PERSONS 80 SEATED 33 STANDING 2 ALL WINDOWS DOORS MUST BE CLOSED NO LATER THAN 11 00 PM 3 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 4 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,"1330 Boylston Street, Boston, MA 02215",Philip Audino,Philip Audino,(617)304-2943,,1330-  Boylston ST,Boston,MA,02215,764631.712226485,2950640.71824866
CAL-133354,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Emmanuel Group Inc.,Oliveiras Restaurant,1 NO ENTERTAINMENT ON OUTSIDE PATIO 2 SOUND IS NOT TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Gabriella Goncalves,Gabriella Goncalves,,,297-299   Chelsea ST,East Boston,MA,02128,783098.319333032,2962754.28555517
CAL-133357,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Oishii, Inc.",Oishii Boston,1 CAPACITY FIRST FLOOR IS 60 PERSONS 2 BASEMENT 30 3 ENTERTAINMENT NOT PERMITTED OUTSIDE 4 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 5 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Ting Wen Yen,Ting Wen Yen,,,1166     Washington ST,Roxbury,MA,02118,773493.077916086,2950436.70173569
CAL-133363,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Corporation,Starbucks Coffee #11726,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,"142-148 Brookline Avenue, Boston, MA 02215",Chris Shane Sykes,Chris Shane Sykes,,,140-148   Brookline AV,Boston,MA,02135,764113.071584,2950961.211708
CAL-133365,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Noodle Barn, Inc.",Noodle Barn,,,Pamisa Udomratanakoson,Pamisa Udomratanakoson,(781)964-4817,,707-711   Centre ST,Jamaica Plain,MA,02130,760393.459215879,2938752.2417248
CAL-133368,Active,Non-Live Entertainment,2014-09-12,2022-12-31,"111, LLC",Brownstone,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,PAUL WILSON,PAUL WILSON,(617)867-4142,,109-111   Dartmouth ST,Boston,MA,02116,770981.334137753,2951564.71732074
CAL-133369,Active,Night Club,2014-09-12,2024-12-31,"Metro Dining, Inc.",Draft Bar and Grill,1 FLOOR SHOW ESTABLISHMENT IS LIMITED TO COMEDIAN ONLY 2 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 3 LICENSEE MONITOR ANY LINES ENSURE ORDERLY DO NOT OBSTRUCT PUBLIC WAY GENERATE NOISE LEVELS THAT DISTURB AREA S STAFF KEEP AN ACCURATE COUNT PERSONS ON PREMISES TIMES ESTBLISHMENT DOES OPERATE BEYOND ITS ALLOWED CAPACITY SHALL ALSO AISLES EXITS CLEARED 4 175 OVERALL INCLUDING PATIO 5 DISC JOCKEY MAY TAKE PLACE THURSDAYS FRIDAYS SATURDAYS UNTIL 12 30 M AS WELL RECOGNIZED HOLIDAYS DAY BEFORE SUCH 6 SOUND EXCEED 70 DECIBELS TIME 50 BETWEEN P 7 PER CITY BOSTON ORDINANCE,,Derek S Brady,Derek S Brady,,,32-34   Harvard AVE,Allston,MA,02134,755541.014955372,2954558.92756353
CAL-133372,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Donna's Restaurant Inc.,Donna's Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,DONNA MARQUARDO,DONNA MARQUARDO,,,980-982   Saratoga ST,East Boston,MA,02128,789299.871946812,2966437.2425506
CAL-133374,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Back Deck, Inc.",Back Deck,1 CAPACITY DINING ROOM IS 110 PERSONS SEATED 2 BAR AREA 19 13 STANDING 3 ENTERTAINMENT SOUND NOT TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Paul Sussman,Paul Sussman,(617)670-0320,,10-   West ST,Boston,MA,02111,774516.021145136,2954445.54993822
CAL-133376,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Dot Boy Inc.,The Kenmore,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Douglas Bacon,Douglas Bacon,(617)543-9400,,476-   Commonwealth AVE,Boston,MA,02215,765957.730773062,2952298.25904943
CAL-133378,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Qing Mei, Inc.",Village Sushi & Grill,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Qing C Xuan,Qing C Xuan,,,10-18   Corinth ST,Roslindale,MA,02131,756237.588780016,2929681.57269236
CAL-133382,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Omega Sushi, Inc.",Fin's Sushi & Grill,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Sun Patrick Yushu,Sun Patrick Yushu,,,240-   Cambridge ST,Boston,MA,02114,773230.999995842,2956870.00001368
CAL-133383,Active,Live Entertainment,2014-09-12,2023-12-31,"AM CALLEJAS, INC.",La Hacienda Restaurant & Bar,1 CAPACITY IS 99 PERSONS 2 INSTRUMENTAL VOCAL MUSIC MAY ONLY TAKE PLACE ON THURSDAY SUNDAY EVENINGS UNTIL 10 30 PM TIME RESTRICTION LISTED ISD 3 LIMITED TO PERFORMERS 4 THERE BE NO DANCING ESTABLISHMENT 5 DJ KARAOKE PERMITTED 30P M 6 LICENSEE MUST HAVE STAFF CHECK OUTSIDE PREMISES PERIODICALLY PREVENT NOISE EMANATION FROM PATRONS 7 END NIGHT AID IN DISPERSAL LOITERING 8 LEVELS NOT EXCEED 70 DBA ANY 50 DB BETWEEN 11PM 7AM PER BOSTON ORDINANCE,"150 Meridan Street, East Boston, MA 02128",Aldo Callejas,Aldo Callejas,(617)590-9212,,148-150  Meridian ST,East Boston,MA,02128,780665.270291939,2961647.04710768
CAL-133387,Active,Live Entertainment,2014-09-12,2023-12-31,McCarthy's Inc. of Boston,The Puddingstone Tavern,1 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 2 TWO PATIO SPEAKERS PERMITTED FROM 00AM UNTIL 00PM BACKGROUND MUSIC VOLUME LEVELS SO AS TO CONSIDERED DIRECTED SOUND ONLY AUDIBLE PERSONS ON 3 IS NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Henry Walsh,Henry Walsh,(617)608-3152,(617)697-8964,1592-1596   Tremont ST,Mission Hill,MA,02120,763479.09198676,2946784.4741803
CAL-133389,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Massachusetts Sportservice, Inc.",Jack's Abby- Track Zero Taproom,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Charles Adams,Charles Adams,,,100     Legends WAY,Boston,MA,02114,774480.131741002,2958809.02916749
CAL-133390,Active,Night Club,2014-09-12,2022-12-31,"Irish Social Club, Inc. of Boston",Irish Social Club,1 ENTERTAINMENT MUST CEASE 00 AM 2 INSTRUMENTAL VOCAL MUSIC IS NOT TO EXCEED EIGHT 8 PERFORMERS,,John Watson,John Watson,(617)594-0532,,117-123   Park ST,West Roxbury,MA,02132,749359.679237604,2928894.77873963
CAL-133393,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Seaport Hospitality, Inc.",M.J. O'Connor's / City Bar,1 CAPACITY MJ O CONNOR S IS 160 PEOPLE SEATED 60 STANDING TOTAL 220 2 CITY BAR 45 35 80 3 ALL WINDOWS DOORS MUST BE CLOSED NO LATER THAN 11 00 PM 4 ENTERTAINMENT SOUND NOT TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER BOSTON NOISE ORDINANCE,,Austin O'Connor,Austin O'Connor,(617)789-4111,,425     Summer ST,Boston,MA,02210,779681.116033065,2951522.01047174
CAL-133395,Active,Live Entertainment,2014-09-12,2023-12-31,Associates and Leisure Activities LLC,Wilbur Theatre / Comedy Connection,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 10 PERFORMERS 5 VOCALISTS 2 FLOOR SHOW COMEDY PERFORMANCES UNLESS LICENSEE OBTAINS APPROVAL FROM LICENSING DIVISION ANY OTHER SORT ON PER EVENT BASIS VIA S ONE TIME ENTERTAINMENT LICENSE PROCESS 3 THERE BE NO DISC JOCKEY OR DANCING PREMISES 4 ALL MUST CEASE 12 00 AM LATER CLOSING GENERAL ADMISSION TYPE SEATING ARRANGEMENTS OFFERED PROVIDES WITH ADVANCE NOTICE PLANS OFFER SUCH ARRANGEMENT 6 WINDOWS DOORS CLOSED WHEN LIVE BEGINS THAN 11 PM OTHERWISE RESTRICTED,,"William Blumenreich, Jr","William Blumenreich, Jr",,,246-   Tremont ST,Boston,MA,02116,773841.999996409,2953120.00001019
CAL-133400,Active,Non-Live Entertainment,2014-09-12,2022-12-31,"Tavern in the Square South Station, LLC",Tavern in the Square,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,"One South Station, Boston, MA 02110",Salvatore Gesamondo,Salvatore Gesamondo,(781)910-2986,,1     South Station  ,Boston,Ma,02110,0,0
CAL-133402,Active,Night Club,2014-09-12,2023-12-31,"JAJB, Inc.",Tavern in the Square Allston,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 5 PERFORMERS 2 FLOOR SHOW COMEDIAN 3 THERE BE NO ENTRY PATRONS INTO PREMISES AFTER 30 AM 4 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDIANCE 6 PERMITTED OUTSIDE,,Shawn Ahern,Shawn Ahern,,,161-   Brighton AVE,Allston,MA,02134,755516.00001134,2953970.00001098
CAL-133407,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Stellar Restaurant Group, Inc.",Boloco,1 Entertainment is not permitted outside 2 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,"2 Park Plaza (176 Boylston Street), Boston, MA 02116",Paulina Gonzalez,Paulina Gonzalez,(617)369-9087,,176-   Boylston ST,Boston,MA,02116,773200.662715808,2953718.71277875
CAL-133408,Active,Non-Live Entertainment,2014-09-12,2023-12-31,HLC Group Enterprise LLC,Douzo Japaneses Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Kuotai Jack Huang,Kuotai Jack Huang,,,131-  Dartmouth ST,Boston,MA,02116,770960.097140815,2951608.03245535
CAL-133409,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Bar 348 Congress LLC,Drink,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Barbara Lynch,Barbara Lynch,,,348-352   Congress ST,Boston,MA,02210,778201.702112466,2953150.62228222
CAL-133416,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"DA Crossing, LLC",jm Curley,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Kevin Mabry,Kevin Mabry,(203)704-0936,,21-27   Temple PL,Boston,MA,02111,0,0
CAL-133417,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Stellar Restaurant Group, Inc.",Boloco,1 Entertainment is not permitted outside 2 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Paulina Gonzalez,Paulina Gonzalez,(617)369-9087,,283-   Longwood AVE,Boston,MA,02115,763102.062226415,2948440.13395783
CAL-133421,Active,Live Entertainment,2014-09-12,2023-12-31,Emerson College,Paramount Center At Emerson College,1 LICENSEE MUST PROVIDE ADVANCE WRITTEN NOTICE TO THIS DIVISION LEAST 48 HOURS WHEN FEATURING EVENTS OPEN GENERAL PUBLIC WITH LIVE ENTERTAINMENT WHICH TICKETS HAVE BEEN SOLD IS CONTAIN INFORMATION ON TYPE ITS LOCATION IN FACILITY HOUR OPERATION CONDITION REMAIN EFFECT UNTIL FURTHER FROM 2 LICENSE ADHERE SEPARATE CAPACITIES SET INSPECTION CERTIFICATES FIRE ASSEMBLY PERMITS VARIOUS LOCATIONS 3 SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE 4 PERMITTED OUTSIDE 5 ALL WINDOWS DOORS BE CLOSED DURING,"543 Washington Street, Boston, MA 02111",David Dower,David Dower,(415)425-4960,,559-   Washington ST,Boston,MA,02111,774370.046716899,2954188.59597918
CAL-133424,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"142 Berkeley, LLC",Citrus & Salt,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Harry Collings,Harry Collings,(617)263-1157,,142-  Berkeley St,Boston,MA,02116,771836.999994546,2952430.00000955
